"Date" "AMZN.Open" "AMZN.High" "AMZN.Low" "AMZN.Close" "AMZN.Volume" "AMZN.Adjusted"
"94" 2007-05-17 62.880001 63.52 62.02 62.169998 11870900 62.169998
"95" 2007-05-18 62.48 63.299999 62.279999 63.299999 9799200 63.299999
"96" 2007-05-21 63.580002 68.68 63.299999 68.300003 36468800 68.300003
"97" 2007-05-22 68.480003 69.07 67.209999 68.879997 17211300 68.879997
"98" 2007-05-23 69.209999 73.309998 68.790001 69 42582500 69
"99" 2007-05-24 69.040001 70.419998 67.709999 69.349998 23824600 69.349998
"100" 2007-05-25 69.690002 69.699997 68.25 68.550003 9987200 68.550003
"101" 2007-05-29 68.43 69.779999 67.720001 69.629997 11730800 69.629997
"102" 2007-05-30 69.059998 70.080002 68.860001 69.860001 10576100 69.860001
"103" 2007-05-31 70.68 70.739998 68.57 69.139999 9310200 69.139999
"104" 2007-06-01 68.900002 69.300003 68.349998 68.580002 7014500 68.580002
"105" 2007-06-04 68.25 70.650002 67.650002 70.419998 11380500 70.419998
"106" 2007-06-05 71.099998 74.239998 70.860001 73.650002 30442500 73.650002
"107" 2007-06-06 73.139999 73.75 71.860001 72.290001 15591000 72.290001
"108" 2007-06-07 72.57 74.720001 70.879997 72.040001 24138200 72.040001
"109" 2007-06-08 72.470001 73.239998 71.050003 73.239998 10204500 73.239998
"110" 2007-06-11 73 73.050003 71 71.169998 11159100 71.169998
"111" 2007-06-12 70.440002 70.760002 69.419998 70.07 11829500 70.07
"112" 2007-06-13 70.900002 71.889999 69.25 70.889999 11917900 70.889999
"113" 2007-06-14 70.900002 72.120003 70.800003 71.940002 8245300 71.940002
"114" 2007-06-15 72.849998 72.870003 71.190002 72.400002 9833200 72.400002
"115" 2007-06-18 72.339996 72.639999 71.400002 71.830002 7813600 71.830002
"116" 2007-06-19 71.550003 71.660004 69.68 69.809998 11871000 69.809998
"117" 2007-06-20 70.25 70.5 69.050003 69.099998 9172600 69.099998
"118" 2007-06-21 69.160004 69.769997 68.660004 69.669998 7609700 69.669998
"119" 2007-06-22 69.550003 69.879997 68.419998 68.860001 8382600 68.860001
"120" 2007-06-25 69.349998 69.629997 68.300003 68.660004 7593500 68.660004
"121" 2007-06-26 68.529999 68.629997 67.379997 67.480003 11247800 67.480003
"122" 2007-06-27 66.959999 68.209999 66.709999 68.139999 8242900 68.139999
"123" 2007-06-28 68.459999 70.230003 68.150002 68.889999 9782200 68.889999
"124" 2007-06-29 69.029999 69.190002 68.150002 68.410004 5316600 68.410004
"125" 2007-07-02 68.809998 69.709999 68.199997 69.610001 4906100 69.610001
"126" 2007-07-03 70.040001 70.050003 69.019997 69.449997 2223500 69.449997
"127" 2007-07-05 69.360001 69.650002 68.059998 68.730003 4487900 68.730003
"128" 2007-07-06 68.75 69.300003 68.010002 68.970001 4615300 68.970001
"129" 2007-07-09 69.379997 72.349998 69.019997 72.07 14816900 72.07
"130" 2007-07-10 71.650002 71.940002 70.07 70.279999 8885400 70.279999
"131" 2007-07-11 70.580002 71.650002 70.150002 70.730003 6593600 70.730003
"132" 2007-07-12 71.309998 73.57 70.730003 72.790001 11451600 72.790001
"133" 2007-07-13 73.080002 75.349998 72.970001 75.099998 12502000 75.099998
"134" 2007-07-16 74.730003 74.839996 73 73.690002 8334900 73.690002
"135" 2007-07-17 74.389999 74.519997 73.589996 73.790001 6084400 73.790001
"136" 2007-07-18 73.269997 73.489998 72.25 73.32 6289700 73.32
"137" 2007-07-19 74.239998 74.32 73.120003 73.349998 5273500 73.349998
"138" 2007-07-20 72.620003 72.959999 70.5 71.629997 9130700 71.629997
"139" 2007-07-23 71.779999 72.669998 70.849998 71.739998 9267800 71.739998
"140" 2007-07-24 71.040001 72.160004 68.849998 69.25 25342300 69.25
"141" 2007-07-25 84.660004 88.800003 83.650002 86.18 60452400 86.18
"142" 2007-07-26 85.019997 89 83.43 84.010002 23267100 84.010002
"143" 2007-07-27 84.269997 85.330002 82.480003 84.040001 13942600 84.040001
"144" 2007-07-30 83 84.050003 81.510002 82.699997 12855600 82.699997
"145" 2007-07-31 83.699997 83.730003 78 78.540001 14104500 78.540001
"146" 2007-08-01 78.099998 78.150002 75.059998 77.309998 16918000 77.309998
"147" 2007-08-02 77.860001 79.760002 76.120003 79.709999 10361600 79.709999
"148" 2007-08-03 79.540001 80.75 76.709999 76.800003 7987500 76.800003
"149" 2007-08-06 77.059998 79 76.599998 79 9002900 79
"150" 2007-08-07 78.550003 80 77.889999 79.139999 8059300 79.139999
"151" 2007-08-08 79.769997 79.879997 76.559998 77.779999 8244800 77.779999
"152" 2007-08-09 76.400002 77.260002 74.110001 74.110001 8348400 74.110001
"153" 2007-08-10 73.150002 76.5 72.370003 74.779999 9067600 74.779999
"154" 2007-08-13 76.089996 76.32 74.699997 74.870003 6068600 74.870003
"155" 2007-08-14 74.790001 74.790001 72.919998 73.449997 5946200 73.449997
"156" 2007-08-15 73.019997 75.150002 72.260002 72.379997 6375900 72.379997
"157" 2007-08-16 72 73.239998 70.050003 72.790001 10787300 72.790001
"158" 2007-08-17 74.489998 75.040001 73.110001 75.019997 7240600 75.019997
"159" 2007-08-20 74.980003 75.279999 73.800003 74.699997 5916100 74.699997
"160" 2007-08-21 74.209999 77.830002 74.089996 77.489998 8429100 77.489998
"161" 2007-08-22 78.239998 79.489998 77.839996 78.5 6848100 78.5
"162" 2007-08-23 78.940002 79 76.510002 77.300003 5665000 77.300003
"163" 2007-08-24 76.800003 79.400002 76.690002 79.25 5665700 79.25
"164" 2007-08-27 80.559998 80.800003 78.419998 78.650002 6951300 78.650002
"165" 2007-08-28 77.860001 78.650002 76.080002 76.220001 5767000 76.220001
"166" 2007-08-29 76.959999 79.050003 76.860001 79.050003 5076800 79.050003
"167" 2007-08-30 78.400002 80.110001 78.300003 78.68 4628800 78.68
"168" 2007-08-31 80 80.529999 79.699997 79.910004 6157400 79.910004
"169" 2007-09-04 79.900002 83.529999 79.730003 82.699997 8266000 82.699997
"170" 2007-09-05 82.239998 84.889999 82.220001 83.75 9062200 83.75
"171" 2007-09-06 84.5 86.459999 82.849998 86.209999 8826900 86.209999
"172" 2007-09-07 84.699997 84.970001 83.209999 84.519997 8231200 84.519997
"173" 2007-09-10 84.93 85.160004 82.510002 83.339996 5366900 83.339996
"174" 2007-09-11 84.169998 86.610001 83.529999 86.279999 6859800 86.279999
"175" 2007-09-12 86.07 88.889999 85.970001 87.300003 9030300 87.300003
"176" 2007-09-13 87.949997 88.07 86.5 87.260002 5983500 87.260002
"177" 2007-09-14 86.410004 88.089996 86.309998 87.769997 3954700 87.769997
"178" 2007-09-17 86.980003 87.339996 85.980003 86.910004 4484500 86.910004
"179" 2007-09-18 87.379997 91.599998 86.709999 88.75 8924400 88.75
"180" 2007-09-19 89.519997 89.82 88.260002 89 6458700 89
"181" 2007-09-20 88.900002 90.419998 88.82 89.650002 5780800 89.650002
"182" 2007-09-21 90.290001 91.900002 89.650002 91.300003 6524500 91.300003
"183" 2007-09-24 91.300003 93.75 90.809998 92.589996 5321800 92.589996
"184" 2007-09-25 91.989998 93.5 90.949997 93.480003 5800300 93.480003
"185" 2007-09-26 94.040001 94.260002 92.290001 93.43 5770300 93.43
"186" 2007-09-27 94.07 94.110001 93.110001 93.379997 2812700 93.379997
"187" 2007-09-28 92.769997 93.599998 91.699997 93.150002 4813700 93.150002
"188" 2007-10-01 93.419998 94.099998 92.830002 93.410004 5397400 93.410004
"189" 2007-10-02 93.860001 93.900002 91.400002 92.360001 4867200 92.360001
"190" 2007-10-03 92.190002 92.800003 91.779999 92.459999 5052200 92.459999
"191" 2007-10-04 92.550003 92.57 91.449997 92.260002 3318300 92.260002
"192" 2007-10-05 93.550003 93.709999 92.339996 93.43 5523500 93.43
"193" 2007-10-08 94.220001 95.849998 94 95.849998 7428400 95.849998
"194" 2007-10-09 96.589996 96.730003 94.75 95.32 7144600 95.32
"195" 2007-10-10 95.5 95.75 94.370003 94.660004 5567800 94.660004
"196" 2007-10-11 95.330002 95.739998 88.129997 89.339996 9822400 89.339996
"197" 2007-10-12 89.419998 92.389999 88.919998 92.370003 8359900 92.370003
"198" 2007-10-15 91.800003 92.120003 90.099998 90.529999 5608800 90.529999
"199" 2007-10-16 88.690002 90.050003 88.5 89.529999 8511500 89.529999
"200" 2007-10-17 91.900002 91.900002 89.059998 90.550003 7678700 90.550003
"201" 2007-10-18 89.370003 90.43 89.150002 89.849998 5329500 89.849998
"202" 2007-10-19 89.93 90.650002 89.32 89.760002 9126200 89.760002
"203" 2007-10-22 89.25 91.690002 89.019997 91.290001 9868400 91.290001
"204" 2007-10-23 95.279999 101.089996 94.209999 100.82 41761800 100.82
"205" 2007-10-24 90.870003 90.879997 83.269997 88.730003 41617400 88.730003
"206" 2007-10-25 88.230003 89.5 86.32 88.209999 11630900 88.209999
"207" 2007-10-26 89 90.879997 87.699997 90 8826200 90
"208" 2007-10-29 90.410004 91.470001 89.480003 90.099998 7097200 90.099998
"209" 2007-10-30 89.669998 90.650002 88.050003 88.239998 5405400 88.239998
"210" 2007-10-31 88.050003 89.599998 87 89.150002 7044800 89.150002
"211" 2007-11-01 87.75 89.580002 86.5 87.650002 8265700 87.650002
"212" 2007-11-02 87.970001 88.120003 83.5 85.980003 10230500 85.980003
"213" 2007-11-05 84.349998 86.019997 82.760002 84.370003 7453100 84.370003
"214" 2007-11-06 84.610001 87.5 84.370003 87.269997 7934000 87.269997
"215" 2007-11-07 86.410004 89.160004 86.160004 87.040001 8397800 87.040001
"216" 2007-11-08 86.800003 86.959999 81.400002 83.580002 11803200 83.580002
"217" 2007-11-09 82.419998 82.419998 78.839996 78.889999 11620200 78.889999
"218" 2007-11-12 78.260002 80.089996 76.5 77 9396900 77
"219" 2007-11-13 77.910004 80.050003 77.800003 79.860001 9496300 79.860001
"220" 2007-11-14 80.400002 81.150002 78.150002 78.510002 8427400 78.510002
"221" 2007-11-15 79.43 79.730003 76.699997 77.849998 7831500 77.849998
"222" 2007-11-16 77.010002 78.989998 76.629997 78.599998 7114100 78.599998
"223" 2007-11-19 78.830002 79.75 77.940002 79.18 8649800 79.18
"224" 2007-11-20 79.860001 82 78.309998 80.389999 11610000 80.389999
"225" 2007-11-21 79.239998 80.860001 78.650002 79.760002 6678300 79.760002
"226" 2007-11-23 80.110001 81.449997 78.980003 81.43 2780900 81.43
"227" 2007-11-26 82.300003 84.489998 81.139999 81.300003 8610500 81.300003
"228" 2007-11-27 82.919998 85.650002 82.209999 85.589996 8634200 85.589996
"229" 2007-11-28 87.550003 90.57 86.75 90.300003 11403400 90.300003
"230" 2007-11-29 89.889999 91.470001 88.68 89.150002 6977100 89.150002
"231" 2007-11-30 90.559998 91.080002 88.309998 90.559998 6881600 90.559998
"232" 2007-12-03 90.029999 92.25 89.769997 90.910004 6000500 90.910004
"233" 2007-12-04 90.040001 94.559998 90.040001 94.410004 7337900 94.410004
"234" 2007-12-05 94.989998 94.989998 91.980003 93.190002 6608600 93.190002
"235" 2007-12-06 93.279999 95 92.830002 94.209999 5472700 94.209999
"236" 2007-12-07 94.559998 94.68 92.910004 94.309998 3934800 94.309998
"237" 2007-12-10 94.309998 94.349998 92.300003 93.019997 5180600 93.019997
"238" 2007-12-11 93.099998 95.940002 90.75 90.75 10269600 90.75
"239" 2007-12-12 92.839996 93.75 89.32 91.279999 7228100 91.279999
"240" 2007-12-13 91.050003 93 90.629997 92.400002 6046300 92.400002
"241" 2007-12-14 90.769997 91.239998 88.93 89.080002 6002300 89.080002
"242" 2007-12-17 89.010002 89.059998 84.989998 85.089996 7697700 85.089996
"243" 2007-12-18 85.830002 87.459999 83.860001 86.889999 7266100 86.889999
"244" 2007-12-19 86.940002 89.949997 86.830002 89.379997 7616200 89.379997
"245" 2007-12-20 90.139999 90.75 89.089996 90.580002 5879800 90.580002
"246" 2007-12-21 91.470001 92.279999 90.389999 91.260002 6604900 91.260002
"247" 2007-12-24 91.050003 91.559998 90.300003 91.010002 2017100 91.010002
"248" 2007-12-26 91.480003 93.940002 90.5 92.849998 5442200 92.849998
"249" 2007-12-27 92.669998 95.290001 92.5 94.25 7113700 94.25
"250" 2007-12-28 95.269997 95.900002 92.099998 94.449997 7587900 94.449997
"251" 2007-12-31 93.809998 94.370003 92.449997 92.639999 5755200 92.639999
"252" 2008-01-02 95.349998 97.43 94.699997 96.25 13858700 96.25
"253" 2008-01-03 96.059998 97.25 94.519997 95.209999 9122500 95.209999
"254" 2008-01-04 93.260002 93.400002 88.5 88.790001 10270000 88.790001
"255" 2008-01-07 88.620003 90.57 85.470001 88.82 9981600 88.82
"256" 2008-01-08 87.550003 91.830002 86.93 87.879997 12283300 87.879997
"257" 2008-01-09 87.559998 87.800003 80.239998 85.220001 16410900 85.220001
"258" 2008-01-10 83.980003 85.970001 82.970001 84.260002 11609900 84.260002
"259" 2008-01-11 84.029999 84.029999 80.290001 81.080002 10624300 81.080002
"260" 2008-01-14 82.18 83.32 78.870003 82.870003 9056100 82.870003
"261" 2008-01-15 80.489998 81.010002 78.510002 80.239998 9655900 80.239998
"262" 2008-01-16 79.580002 82.360001 78.440002 80.349998 12407000 80.349998
"263" 2008-01-17 80.160004 82.25 79.540001 80.120003 9900900 80.120003
"264" 2008-01-18 79.93 82.309998 78.040001 79.760002 13364300 79.760002
"265" 2008-01-22 73.580002 79.720001 72.220001 78.480003 12822200 78.480003
"266" 2008-01-23 75.599998 76.800003 69.949997 73.970001 20405700 73.970001
"267" 2008-01-24 74.529999 77.879997 74.190002 77.669998 9886600 77.669998
"268" 2008-01-25 78.690002 81.43 76.330002 77.599998 10027600 77.599998
"269" 2008-01-28 76.910004 77.400002 74.339996 75.82 8505300 75.82
"270" 2008-01-29 75.769997 75.900002 72.059998 73.949997 9958000 73.949997
"271" 2008-01-30 73.540001 77.419998 73.25 74.209999 25298700 74.209999
"272" 2008-01-31 68.910004 78.870003 68.839996 77.699997 42885900 77.699997
"273" 2008-02-01 79.019997 79.400002 73.370003 74.629997 16361000 74.629997
"274" 2008-02-04 74.5 76.660004 73.900002 73.949997 9155200 73.949997
"275" 2008-02-05 72.800003 74.209999 72 72.089996 9633900 72.089996
"276" 2008-02-06 72.300003 72.43 68.169998 68.489998 12399500 68.489998
"277" 2008-02-07 67.370003 72.709999 67.220001 70.910004 14501700 70.910004
"278" 2008-02-08 73.400002 74.599998 72.519997 73.5 11700400 73.5
"279" 2008-02-11 73.139999 75.959999 72.769997 75.190002 7763700 75.190002
"280" 2008-02-12 75.43 77.050003 73.790001 74.449997 9449000 74.449997
"281" 2008-02-13 74.989998 78.849998 73.269997 77.730003 11070300 77.730003
"282" 2008-02-14 77.730003 77.879997 75.18 75.800003 7497200 75.800003
"283" 2008-02-15 75 75.190002 71.940002 72.959999 11120100 72.959999
"284" 2008-02-19 73.540001 74 71.550003 72.080002 7109200 72.080002
"285" 2008-02-20 71.900002 73.879997 71.099998 73.639999 6450700 73.639999
"286" 2008-02-21 73.940002 74.209999 69.370003 69.900002 13150800 69.900002
"287" 2008-02-22 70.540001 72.209999 69.860001 72.080002 12342700 72.080002
"288" 2008-02-25 72.349998 73.5 71.410004 73.269997 7858200 73.269997
"289" 2008-02-26 71.910004 73.5 70.279999 71.690002 9891300 71.690002
"290" 2008-02-27 70.68 71.480003 69.57 70.870003 8930500 70.870003
"291" 2008-02-28 70.300003 70.599998 67.110001 67.849998 13167800 67.849998
"292" 2008-02-29 67.010002 67.5 63.970001 64.470001 11664600 64.470001
"293" 2008-03-03 63.59 64.489998 61.200001 62.43 13721100 62.43
"294" 2008-03-04 61.669998 66.599998 61.23 65.339996 16703600 65.339996
"295" 2008-03-05 65.660004 66.339996 63.82 64.989998 11126400 64.989998
"296" 2008-03-06 64.75 65.459999 62.5 62.740002 8343300 62.740002
"297" 2008-03-07 62.200001 64.870003 62.009998 64.089996 10438100 64.089996
"298" 2008-03-10 63.900002 65.150002 62.91 63.470001 9321000 63.470001
"299" 2008-03-11 65.949997 67.169998 63.709999 67.150002 9742900 67.150002
"300" 2008-03-12 66.769997 68.230003 65.639999 66.510002 7748800 66.510002
"301" 2008-03-13 65.110001 69.550003 64.370003 68.32 10707500 68.32
"302" 2008-03-14 68.610001 70.68 66.059998 68.220001 12420700 68.220001
"303" 2008-03-17 65.720001 67.790001 64.919998 66.529999 9709100 66.529999
"304" 2008-03-18 68.25 71.93 67.589996 71.699997 9550700 71.699997
"305" 2008-03-19 71.099998 74 70.169998 70.169998 11041900 70.169998
"306" 2008-03-20 70.169998 73.489998 69.379997 73.190002 11410700 73.190002
"307" 2008-03-24 73.82 76.93 72.75 75.949997 9395400 75.949997
"308" 2008-03-25 75.830002 76.290001 74.050003 75.169998 6327500 75.169998
"309" 2008-03-26 74.139999 75.120003 73.239998 73.800003 6285100 73.800003
"310" 2008-03-27 74.370003 74.690002 70.800003 70.800003 7942400 70.800003
"311" 2008-03-28 71 72.209999 69.260002 69.760002 5279100 69.760002
"312" 2008-03-31 70.25 71.639999 69.629997 71.300003 5470300 71.300003
"313" 2008-04-01 72.989998 77.089996 72.760002 76.699997 9734000 76.699997
"314" 2008-04-02 77.080002 79 76.120003 77.370003 8592400 77.370003
"315" 2008-04-03 75.150002 76.010002 73.809998 74.940002 8149900 74.940002
"316" 2008-04-04 75.260002 77.830002 74.279999 76.870003 7152800 76.870003
"317" 2008-04-07 77.360001 78.43 76 76.900002 6672400 76.900002
"318" 2008-04-08 76.400002 77.610001 75.5 77.300003 4966000 77.300003
"319" 2008-04-09 76.559998 76.669998 73.660004 74.389999 6660300 74.389999
"320" 2008-04-10 74.480003 75.489998 72.730003 74.830002 6255500 74.830002
"321" 2008-04-11 73.839996 74.300003 71.620003 71.989998 6785600 71.989998
"322" 2008-04-14 71.699997 74 71.290001 72.610001 4354500 72.610001
"323" 2008-04-15 72.970001 73.980003 70.650002 72.5 6813100 72.5
"324" 2008-04-16 73.019997 75 72.940002 74.589996 6746800 74.589996
"325" 2008-04-17 74.18 75.019997 73.610001 74.040001 6220000 74.040001
"326" 2008-04-18 76.480003 82 76.32 80.099998 16791300 80.099998
"327" 2008-04-21 80.029999 81.339996 79.059998 80.18 9335400 80.18
"328" 2008-04-22 79.940002 79.940002 77.540001 79.599998 7245000 79.599998
"329" 2008-04-23 80.300003 82.639999 78.739998 81 19250400 81
"330" 2008-04-24 77.709999 80.529999 76.93 77.690002 21073500 77.690002
"331" 2008-04-25 77.809998 81.32 77.260002 80.860001 9456500 80.860001
"332" 2008-04-28 80.639999 82.5 80.120003 81.970001 10991900 81.970001
"333" 2008-04-29 81.419998 81.769997 79.860001 80.739998 6726400 80.739998
"334" 2008-04-30 80.900002 81.339996 77.919998 78.629997 7875700 78.629997
"335" 2008-05-01 78.400002 80.010002 77.970001 79.360001 7197000 79.360001
"336" 2008-05-02 80.300003 81.199997 76.400002 77.309998 8154900 77.309998
"337" 2008-05-05 77.269997 77.769997 75.870003 75.919998 5647400 75.919998
"338" 2008-05-06 75.510002 76.769997 75.050003 75.709999 6545700 75.709999
"339" 2008-05-07 75.260002 76.639999 73.089996 73.18 8376600 73.18
"340" 2008-05-08 73.730003 74.160004 71.559998 72.790001 8131300 72.790001
"341" 2008-05-09 72.199997 73.339996 71.660004 72.410004 4243500 72.410004
"342" 2008-05-12 73 74.93 71.779999 74.529999 7215400 74.529999
"343" 2008-05-13 74.57 74.959999 73.309998 74.559998 5020800 74.559998
"344" 2008-05-14 74.919998 75.75 73.980003 74.199997 4589200 74.199997
"345" 2008-05-15 73.889999 76.32 73.550003 76.120003 6917700 76.120003
"346" 2008-05-16 76.419998 76.830002 74.860001 76.459999 6206700 76.459999
"347" 2008-05-19 79.010002 84.75 78.860001 82.290001 18684800 82.290001
"348" 2008-05-20 82.169998 82.699997 80.029999 80.720001 7912200 80.720001
"349" 2008-05-21 80.370003 81.150002 77.5 78.300003 7070500 78.300003
"350" 2008-05-22 78.68 79.690002 78 79.260002 5390600 79.260002
"351" 2008-05-23 78.550003 78.870003 77.43 78.349998 6331900 78.349998
"352" 2008-05-27 78.260002 80.900002 77.970001 80.620003 10108200 80.620003
"353" 2008-05-28 80.730003 80.790001 78.989998 80.080002 6700600 80.080002
"354" 2008-05-29 80.610001 81.959999 80.169998 80.349998 6857600 80.349998
"355" 2008-05-30 80.580002 81.769997 80.300003 81.620003 5270600 81.620003
"356" 2008-06-02 81.150002 81.57 80.050003 80.230003 6215200 80.230003
"357" 2008-06-03 80.709999 81.889999 79.260002 80.110001 5870000 80.110001
"358" 2008-06-04 80.110001 81.82 79.720001 81.5 6458300 81.5
